rating,code,nine_forreturn,name,nine_forPE,title,agency,eight_forreturn,eight_forPE,num,date,ratchange
增持,002607.SZ,0.3,中公教育,43,淡季扭亏，拓赛道能力强,中泰证券,0.2,,维持,2019-04-01T11:27:28,维持
买入,002409.SZ,0.6,雅克科技,30,收购企业并表增厚业绩，半导体国产化未来可期,太平洋,,,维持,2019-04-01T11:31:07,维持
增持,601818.SH,0.68,光大银行,,调结构增效益，风险可控估值提升有空间,太平洋,,,维持,2019-04-01T11:35:34,维持
买入,002353.SZ,0.99,杰瑞股份,24.02,一季报预告略超预期，全年业绩有望确定性高增长,太平洋,0.64,37.33,维持,2019-04-01T11:37:11,维持
增持,601288.SH,0.61,农业银行,,资本补血助推规模扩张，不良双降拨备提升,太平洋,,,调低,2019-04-01T11:43:52,调低
买入,600329.SH,0.91,中新药业,17.61,年报点评：扣非后利润高速增长，国改预期持续升温,太平洋,,,维持,2019-04-01T12:26:42,维持
增持,600481.SH,0.19,双良节能,23.75,事件点评：系统集成与能源管理双擎，业绩大幅增长,国海证券,,,维持,2019-04-01T12:31:25,维持
买入,600741.SH,2.51,华域汽车,8,龙头业绩稳如泰山，电动智能开启未来,太平洋,,,维持,2019-04-01T12:42:54,维持
增持,600271.SH,1.02,航天信息,27.5,2018年报点评：助贷业务大幅增长，期待2019年“内外兼修”,东方财富证券,,,首次,2019-04-01T12:44:15,首次
增持,603658.SH,1.78,安图生物,37.38,免疫诊断、微生物检测、生化检测三线业务并进，驱动业绩持续高速增长,东吴证券,,,维持,2019-04-01T13:06:09,维持
增持,603658.SH,1.71,安图生物,38.03,业绩持续高增长，多产品线逐步发力,国联证券,,,维持,2019-04-01T13:12:16,维持
买入,300244.SZ,0.795,迪安诊断,27.1,公司逐渐回到增长快车道，期待服务业务放量,中银国际,,,维持,2019-04-01T13:13:10,维持
买入,300078.SZ,0.26,思创医惠,42,智慧医疗增长36%的基础上再迎政策催化,中银国际,,,维持,2019-04-01T13:13:14,维持
增持,603899.SH,1.13,晨光文具,32,2018年年报点评：业绩符合预期，龙头稳健成长,国信证券,,,维持,2019-04-01T13:16:31,维持
增持,603868.SH,2.14,飞科电器,22,2018年报点评：渠道改革叠加产能优化，未来发展值得期待,华创证券,,,维持,2019-04-01T13:21:42,维持
增持,601186.SH,1.61,中国铁建,7.2,营收订单有望提速，业绩增长确定性高,中银国际,,,维持,2019-04-01T13:23:54,维持
买入,603989.SH,0.92,艾华集团,22.6,四季度旺季不旺，年中下游需求有望转好,中泰证券,,,维持,2019-04-01T13:24:51,维持
增持,600188.SH,,兖州煤业,,各项业务稳步发展 毛利净利小幅提升,开源证券,,,维持,2019-04-01T13:24:51,维持
增持,601328.SH,0.98,交通银行,6.36,详细解读交通银行2018年年报：业绩向上，资产质量继续改善,中泰证券,,,维持,2019-04-01T13:25:27,维持
买入,600398.SH,0.84,海澜之家,12,主品牌稳健，多品牌布局未来可期,中泰证券,,,维持,2019-04-01T13:25:44,维持
买入,600990.SH,1.7,四创电子,30.93,全年业绩超市场预期，坚定看好公司成长性和平台价值,中泰证券,,,维持,2019-04-01T13:26:29,维持
买入,002242.SZ,1.11,九阳股份,25,2018年报点评：经营持续改善，未来值得期待,华创证券,,,维持,2019-04-01T13:26:44,维持
买入,002372.SZ,0.847,伟星新材,23.8,管道业务逆势增长，新兴业务增速可观,中银国际,,,维持,2019-04-01T13:26:48,维持
增持,002142.SZ,2.37,宁波银行,8.95,详细解读宁波银行2018年年报：高增长持续，拨备覆盖率520％,中泰证券,,,维持,2019-04-01T13:27:13,维持
买入,002430.SZ,0.94,杭氧股份,12.82,2018年净利润大增105%，估值具备较大提升空间,中泰证券,,,维持,2019-04-01T13:27:43,维持
买入,603605.SH,1.98,珀莱雅,34.98,产品+渠道+供应链管理表现亮眼，全年业绩超预期,中泰证券,,,维持,2019-04-01T13:29:41,维持
增持,601988.SH,0.62,中国银行,6.11,详细解读中国银行2018年年报：活期存款增速亮眼，整体业绩进一步提升,中泰证券,,,维持,2019-04-01T13:30:13,维持
买入,600028.SH,0.55,中国石化,11,2018年度财报点评：利润增长23维持高分红 管网建设将加速页岩气发展,东兴证券,,,首次,2019-04-01T13:36:54,首次
买入,600519.SH,33.92,贵州茅台,23.8,价格话语权强化，扬帆千亿基础扎实,新时代,,,维持,2019-04-01T13:41:44,维持
增持,000069.SZ,1.49,华侨城A,5.2,2018年报点评：业绩、销售稳增，拿地积极扩张,华创证券,,,维持,2019-04-01T13:48:00,维持
增持,300078.SZ,0.25,思创医惠,43,2018年报点评：营收增长稳健，智慧医疗值得期待,华创证券,,,维持,2019-04-01T13:48:23,维持
增持,002460.SZ,0.66,赣锋锂业,43,锂盐产品结构优化，持续布局上游资源,中银国际,,,维持,2019-04-01T13:48:39,维持
增持,600875.SH,0.46,东方电气,23.3,2018年报点评：毛利率提升助推业绩，各板块后劲十足,华创证券,,,维持,2019-04-01T13:49:49,维持
增持,002142.SZ,2.55,宁波银行,8.31,息差环比继续走阔，盈利能力保持优异,中银国际,,,维持,2019-04-01T13:50:55,维持
买入,600741.SH,2.39,华域汽车,8.5,业绩符合预期，智能电动空间广阔,中银国际,,,维持,2019-04-01T13:51:20,维持
增持,603799.SH,1.47,华友钴业,25.44,年报点评：钴价下滑使业绩承压，坚持产业链一体化战略,新时代,,,维持,2019-04-01T13:53:59,维持
买入,600031.SH,1.077,三一重工,12,收入创新高、盈利高弹性，变身现金奶牛,中银国际,,,维持,2019-04-01T13:54:02,维持
买入,000977.SZ,0.72,浪潮信息,33,年报点评：业绩同比高速增长，服务器毛利率企稳小幅回升,新时代,,,维持,2019-04-01T13:54:10,维持
买入,601288.SH,0.62,农业银行,6.02,资产质量稳中向好，低风险偏好下4季度息差环比下行,中银国际,,,维持,2019-04-01T13:57:01,维持
增持,603039.SH,1.43,泛微网络,72.64,业绩高速增长，应用入口价值逐渐凸显,东北证券,,,维持,2019-04-01T14:06:50,维持
买入,600398.SH,0.81,海澜之家,12.08,业绩符合预期，新品牌&新思路&国际化昭示未来,东北证券,,,维持,2019-04-01T14:08:04,维持
买入,600872.SH,0.94,中炬高新,39,制定双百目标，静待管理及激励理顺,东北证券,,,维持,2019-04-01T14:08:34,维持
买入,600115.SH,0.58,东方航空,12,客座率票价双升，扣非扣汇业绩正增长,东北证券,,,维持,2019-04-01T14:08:39,维持
增持,601996.SH,0.2,丰林集团,18,产能如期扩张，业绩符合预期,东北证券,,,调低,2019-04-01T14:08:45,调低
增持,300357.SZ,1.02,我武生物,46.74,业绩增速30%符合预期，销售费用增加为未来增长带来保障,东吴证券,,,维持,2019-04-01T14:09:13,维持
增持,300003.SZ,0.95,乐普医疗,28,2018年报点评：药品+器械驱动业绩上涨，NeoVas再添增长新动能,东方财富证券,,,维持,2019-04-01T14:10:34,维持
增持,002594.SZ,1.04,比亚迪,51.23,业绩符合预期 一季度延续热销,东方财富证券,,,维持,2019-04-01T14:12:45,维持
增持,600885.SH,1.18,宏发股份,23.25,宏发股份年报点评：业绩增长表现稳健，产业布局支撑长期发展,新时代,,,维持,2019-04-01T14:23:24,维持
买入,603788.SH,1.36,宁波高发,11.65,放低预期重评估，具备配置价值,财富证券,1.19,13.29,调高,2019-04-01T14:24:51,调高
买入,300259.SZ,0.21,新天科技,18,事件点评：多业务稳步推进，5G商用带动物联网需求增长,国海证券,,,维持,2019-04-01T14:25:50,维持
增持,002741.SZ,0.55,光华科技,27.49,动态研究：PCB化学品龙头企业，动力电池回收布局领先,国海证券,0.37,41.28,首次,2019-04-01T14:39:40,首次
买入,300316.SZ,0.59,晶盛机电,24,动态研究：新品布局叠加单晶扩产，利好业绩持续成长,国海证券,0.46,31,维持,2019-04-01T14:40:12,维持
增持,600875.SH,0.43,东方电气,24.8,期待清洁能源业务持续发力,浙商证券,,,维持,2019-04-01T14:41:25,维持
买入,300320.SZ,0.32,海达股份,18,2018业绩稳增19Q1态势延续，在手订单保障未来增长,太平洋,,,维持,2019-04-01T14:47:58,维持
买入,600271.SH,1.09,航天信息,26,扣非增速、主业增速与毛利润均创新高,中银国际,,,维持,2019-04-01T14:49:24,维持
买入,600872.SH,0.98,中炬高新,,2018年报点评：调味品增长稳健，目标五年“双百”,华创证券,,,维持,2019-04-01T14:49:24,维持
买入,600872.SH,0.86,中炬高新,42.5,业绩稳健增长，五年目标剑指“双百”,中银国际,,,维持,2019-04-01T14:52:26,维持
买入,600188.SH,1.43,兖州煤业,7,2018年报点评：主业高增叠加投资丰收，未来可期,华创证券,,,维持,2019-04-01T14:52:46,维持
买入,601636.SH,0.51,旗滨集团,8.8,玻璃阴跌影响利润，海外产能充分释放,中银国际,,,维持,2019-04-01T14:52:48,维持
增持,002271.SZ,1.39,东方雨虹,15.1,回款催收现金改善，精简人员降本增效,中银国际,,,维持,2019-04-01T14:53:09,维持
买入,601939.SH,1.07,建设银行,6.47,存款成本抬升拖累息差环比下行，资产质量保持稳健,中银国际,,,维持,2019-04-01T14:56:45,维持
买入,601766.SH,0.461,中国中车,20,乘轨交基建向上东风，业绩有望进入上升通道,中银国际,,,维持,2019-04-01T14:57:48,维持
买入,600872.SH,0.97,中炬高新,37.65,2018年度报告点评：业绩稳定增长，目标“双百”大步向前,东兴证券,,,维持,2019-04-01T15:23:53,维持
增持,600600.SH,1.3,青岛啤酒,33,2018年报点评：关厂优化产能，吨价有所提升,华创证券,,,维持,2019-04-01T15:23:53,维持
买入,600990.SH,1.75,四创电子,30,财报点评：防务雷达支撑收入增长，土地补偿确保利润提升,东兴证券,,,维持,2019-04-01T15:24:42,维持
增持,002410.SZ,0.44,广联达,67,造价云转型加速，施工整合再起航,国联证券,,,维持,2019-04-01T15:42:21,维持
买入,600885.SH,1.12,宏发股份,30,高压直流继电器持续高增长，传统继电器拐点在即,东吴证券,,,维持,2019-04-01T15:46:57,维持
增持,300009.SZ,0.34,安科生物,47,GMP认证影响业绩，生长激素有望恢复增长,国联证券,,,维持,2019-04-01T16:08:41,维持
买入,601111.SH,0.74,中国国航,13,收益水平大幅提升，业绩好于预期,安信证券,,,维持,2019-04-01T16:33:55,维持
增持,600713.SH,0.31,南京医药,15.7,并购马鞍山医药 进一步完善销售网络,国联证券,0.27,18.09,维持,2019-04-01T16:36:24,维持
买入,000513.SZ,1.82,丽珠集团,25,业绩符合预期，鼠神经因子和参芪扶正收入占比进一步下降,安信证券,,,维持,2019-04-01T16:38:46,维持
增持,603043.SH,1.09,广州酒家,27.69,调研简报：月饼和速冻食品是公司核心产品，广东省及周边市场仍有较大发展空间,国海证券,0.94,31.93,维持,2019-04-01T16:38:53,维持
买入,002475.SZ,0.91,立讯精密,32,一季度预告大幅增长，精密制造能力超群,安信证券,0.66,,维持,2019-04-01T16:39:58,维持
,A19058.SH,,交控科技,,轨交信号系统设备与总包龙头，募投强化领先优势,申万宏源,,,,2019-04-01T16:40:03,
买入,600170.SH,0.35,上海建工,11,订单质量保持高水准，尽享长三角及科创中心建设红利,申万宏源,,,维持,2019-04-01T16:40:56,维持
买入,601688.SH,0.89,华泰证券,25.05,自营拖累业绩，Fintech布局奠定财富管理优势,中银国际,,,维持,2019-04-01T16:41:47,维持
买入,002353.SZ,1.053,杰瑞股份,23,一季度业绩再爆发，工程技术服务与钻完井设备量价齐升,中银国际,0.637,37.3,维持,2019-04-01T16:42:07,维持
增持,600885.SH,1.11,宏发股份,24.6,年报业绩符合预期，高压直流仍为最大亮点,中银国际,,,维持,2019-04-01T16:42:17,维持
增持,300009.SZ,0.35,安科生物,46.1,GMP再认证影响短期供货，后续新品助推成长,中银国际,,,调低,2019-04-01T16:42:58,调低
买入,000789.SZ,2.42,万年青,6.4,水泥板块全年上升，各指标远超历史数据,中银国际,,,维持,2019-04-01T16:43:57,维持
买入,002372.SZ,0.85,伟星新材,24,2018年年报点评：PPR龙头稳健增长，同心圆发展基础固,东兴证券,,,维持,2019-04-01T16:45:09,维持
买入,600031.SH,1.02,三一重工,12.59,2018年度报告点评：业绩弹性持续，经营质量显著提升,东兴证券,,,维持,2019-04-01T16:47:33,维持
买入,000063.SZ,1.19,中兴通讯,25,2018年报点评：5G核心能力全球领先，2019轻装上阵，拥抱5G商用,安信证券,,,维持,2019-04-01T17:00:51,维持
买入,002410.SZ,0.33,广联达,82.1,实际现金流创历史最佳，云转型效果显著,安信证券,,,维持,2019-04-01T17:34:06,维持
买入,600985.SH,1.76,淮北矿业,6.6,高盈利，高股息，有增长,安信证券,,,维持,2019-04-01T17:36:18,维持
,A19018.SH,,传音控股,,非洲手机市场龙头，聚焦新兴市场结构升级,申万宏源,,,,2019-04-01T17:46:22,
增持,600373.SH,1.32,中文传媒,11,中文传媒2018年报点评：图书业务表现稳定，2019年重磅新游上线业绩有望改善,华安证券,,,,2019-04-01T17:46:42,
买入,002007.SZ,1.55,华兰生物,29,血制品业务回暖，流感疫苗销售放量,华鑫证券,,,维持,2019-04-01T17:50:04,维持
买入,300003.SZ,0.92,乐普医疗,28.9,业绩符合预期，器械药品保持快速增长,华鑫证券,,,维持,2019-04-01T17:51:43,维持
买入,000858.SZ,4.24,五粮液,22.4,18年完美收官，19年有望持续快速增长,华鑫证券,,,维持,2019-04-01T17:53:29,维持
增持,002372.SZ,0.9,伟星新材,25,2018年报点评：PPR逆势增长，新业务、新区域开拓顺利,华创证券,,,维持,2019-04-01T17:55:45,维持
增持,601766.SH,0.47,中国中车,20,2018年报点评：需求依然景气，无需过度悲观,华创证券,,,维持,2019-04-01T18:01:09,维持
买入,600588.SH,0.46,用友网络,73,深度研究报告：产业互联风正劲，云服务龙头蓄力谱新篇,华创证券,,,,2019-04-01T18:01:17,
增持,600398.SH,0.82,海澜之家,11.47,2018年报点评：渠道持续扩张，经营模式显优势,东兴证券,,,首次,2019-04-01T18:03:40,首次
买入,601628.SH,0.85,中国人寿,31.1,品质提升结构改善，看好业绩低位反弹,安信证券,,,维持,2019-04-01T18:04:40,维持
买入,300657.SZ,1.9,弘信电子,23.29,弘信电子深度报告：重回高增长的国产FPC龙头,浙商证券,,,首次,2019-04-01T18:15:10,首次
买入,002221.SZ,1.09,东华能源,9.1,动态点评：一季报同比环比大增，全年业绩预计稳步增长,国海证券,0.66,15.06,维持,2019-04-01T18:19:38,维持
买入,002475.SZ,0.96,立讯精密,24,一季度业绩预告点评：一季度业绩超过预期，精密制造龙头强者恒强,东莞证券,0.66,35,维持,2019-04-01T18:21:18,维持
增持,600713.SH,0.3,南京医药,16.68,业绩略低预期 盈利能力持续提高,国联证券,,,维持,2019-04-01T18:23:16,维持
增持,600125.SH,0.44,铁龙物流,19.5,公司年报点评：新清算机制增厚业绩，成长性逐步显现,长城证券,,,维持,2019-04-01T18:39:17,维持
买入,603688.SH,0.68,石英股份,23.4,公司动态点评：光纤半导体业务持续高增长，上调回购价格彰显发展信心,长城证券,,,维持,2019-04-01T18:41:15,维持
买入,002399.SZ,0.96,海普瑞,27,2019年一季度业绩预告点评：投资收益锦上添花，创新逻辑逐步兑现,长城证券,0.5,52,维持,2019-04-01T18:42:03,维持
增持,601238.SH,1.18,广汽集团,9.9,公司动态点评：18年业绩微增，合资企业盈利快速增长,长城证券,,,调低,2019-04-01T18:44:02,调低
增持,601688.SH,1,华泰证券,22.34,2018年年报点评：混改方案落地+开启职业经理人制度，市场化机制将引领行业5-10年变革,长城证券,,,维持,2019-04-01T18:46:33,维持
增持,002409.SZ,0.53,雅克科技,33,阻燃剂受停产影响下滑，电子材料并表打开成长空间,申万宏源,,,调低,2019-04-01T18:48:13,调低
买入,600398.SH,0.83,海澜之家,12,主品牌企稳，多品牌集群蓄力，看好未来加速拓展,申万宏源,,,维持,2019-04-01T18:49:11,维持
增持,600350.SH,0.4,山东高速,13,利润同比增长8.9%，关注济青高速改扩结束后车流回升,申万宏源,,,维持,2019-04-01T18:50:27,维持
,A19059.SH,,木瓜移动,,海外营销领军企业，三年收入复合增长177%,申万宏源,,,,2019-04-01T18:51:26,
